user_id,name,age,country,email,gender,product,category,amount,payment_method,device,transaction_time,is_fraud
52c53958-67e4-4088-9cf2-c0e7da803ca1,Hanna Armstrong,78,Ireland,hanna.armstrong@example.com,female,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1033.53,Netbanking,iPhone 13,2025-07-23 14:10:36,1
0a141817-7170-4f88-ba78-b49bae7b62e9,Freya Evans,59,New Zealand,freya.evans@example.com,female,White Gold Plated Princess,jewelery,14.04,Debit Card,Macbook,2025-08-05 12:57:36,0
ef03364a-860b-4974-bfbc-528d1f55a6db,Earl Black,36,United States,earl.black@example.com,male,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,100.5,Netbanking,Windows PC,2025-08-09 20:00:36,0
db7f3bec-15e7-434c-bccc-5b515aa37f42,Pedro Gallardo,56,Spain,pedro.gallardo@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,7.47,Netbanking,iPhone 13,2025-07-16 12:57:36,0
6a86940f-f95b-4c1d-92da-4e1aab91a4d5,Elisandra Fogaça,47,Brazil,elisandra.fogaca@example.com,female,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,15.58,Netbanking,Android Samsung,2025-07-25 10:18:36,0
46f361ac-0b47-44e6-be8b-5a49f31f7633,Viivi Koivisto,70,Finland,viivi.koivisto@example.com,female,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,92.4,Netbanking,Macbook,2025-08-09 14:52:36,0
91b2c954-a2af-431f-85c5-df90a8e755b3,Enoque Lima,35,Brazil,enoque.lima@example.com,male,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,68.76,Debit Card,Unknown,2025-07-20 12:59:36,1
e4db5040-c8f3-420e-a8a3-d44a79200a54,Olja RatkovićRistić,44,Serbia,olja.ratkovicristic@example.com,female,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,14.61,Unknown,Android Samsung,2025-07-25 01:20:36,1
2573264e-fb3f-4f47-aba8-53dbbc2700a9,Guneet Bharanya,53,India,guneet.bharanya@example.com,male,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,44.36,Unknown,Macbook,2025-07-16 17:26:36,1
a15f62ae-dfce-46a7-913e-4ad81b9d7faa,Reinaldo Fogaça,74,Brazil,reinaldo.fogaca@example.com,male,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,822.19,Netbanking,Macbook,2025-07-29 13:01:36,1
15e1dab2-1c16-44fd-95e5-514d219b9a37,Gerald Woods,35,Australia,gerald.woods@example.com,male,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,135.89,Debit Card,iPhone 13,2025-08-03 22:47:36,0
12644049-9ceb-421a-969c-890698550e9b,Zenon Buck,42,Germany,zenon.buck@example.com,male,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,78.62,UPI,Macbook,2025-07-30 05:20:36,0
1e1304d8-d337-4a00-9a1e-12bbb64e0dcd,Mohammed Heiberg,67,Norway,mohammed.heiberg@example.com,male,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,52.83,Debit Card,Android Samsung,2025-08-10 22:58:36,0
db7f3bec-15e7-434c-bccc-5b515aa37f42,Pedro Gallardo,56,Spain,pedro.gallardo@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1286.98,Credit Card,Windows PC,2025-08-12 20:05:36,1
7b69ede2-273f-4a3b-81b0-60c621fad92e,Licínio Rodrigues,67,Brazil,licinio.rodrigues@example.com,male,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,157.7,Netbanking,Unknown,2025-07-22 14:14:36,1
5fc109bd-4d6a-4ea1-a386-535cae696cf1,Alejandra Echeverría,61,Mexico,alejandra.echeverria@example.com,female,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,10.6,Debit Card,Windows PC,2025-07-15 22:02:36,0
e6c61cc3-0517-45c6-8bfb-4a32ec31db44,Tom Gerard,78,Switzerland,tom.gerard@example.com,male,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,58.24,Credit Card,Windows PC,2025-07-26 23:02:36,0
eff08300-37e1-4558-b7bc-0c59070ad861,Desirée Hoogenkamp,46,Netherlands,desiree.hoogenkamp@example.com,female,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,21.7,UPI,Unknown,2025-07-21 07:14:36,1
946163c4-d411-4b2c-98d9-e2582f523249,Nicolas Knight,55,Canada,nicolas.knight@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1033.96,Netbanking,Unknown,2025-08-06 18:58:36,1
588302ba-b7ab-48ef-8e3f-e7992e9ee44e,Wera Kowalewski,31,Germany,wera.kowalewski@example.com,female,White Gold Plated Princess,jewelery,11.9,Unknown,Windows PC,2025-07-21 13:38:36,1
e7e04649-db91-4fb3-8a9f-cc81279c8525,Svitlogor Krivko,31,Ukraine,svitlogor.krivko@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,9.07,UPI,Macbook,2025-07-17 03:56:36,0
82f5a243-94dd-492d-819c-3bd1238e812b,Nikolaj Petersen,30,Denmark,nikolaj.petersen@example.com,male,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,160.62,UPI,Macbook,2025-07-20 09:24:36,0
e7e04649-db91-4fb3-8a9f-cc81279c8525,Svitlogor Krivko,31,Ukraine,svitlogor.krivko@example.com,male,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,9.95,Unknown,iPhone 13,2025-07-30 09:33:36,1
70d90acf-6ee1-4306-ab33-41bc5384a2d3,Hannah Pelletier,66,Canada,hannah.pelletier@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,44.22,Debit Card,Android Samsung,2025-08-02 13:56:36,0
721b9ed1-dc88-4c7e-b0fd-cd63b67c0499,Arcelia Olivares,48,Mexico,arcelia.olivares@example.com,female,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,75.67,Netbanking,Windows PC,2025-08-06 03:50:36,0
f03910d3-4227-4387-a489-63380b001be5,Bertha Cox,78,United States,bertha.cox@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,106.15,Debit Card,Windows PC,2025-08-07 14:58:36,0
ed398fa6-266b-40fd-b780-07c36bd65bb6,Amoli Shenoy,66,India,amoli.shenoy@example.com,female,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,31.57,Netbanking,iPhone 13,2025-07-18 16:41:36,0
02138c28-94a9-4c23-bad0-95d0b33b8468,Rubina Kamping,44,Netherlands,rubina.kamping@example.com,female,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",men's clothing,106.88,Debit Card,Android Samsung,2025-08-04 22:23:36,0
acea8441-4370-4c07-878f-f08657d20b77,Clifford Patterson,46,United States,clifford.patterson@example.com,male,Mens Casual Slim Fit,men's clothing,16.15,Netbanking,Android Samsung,2025-07-25 05:26:36,0
9f56f441-9111-4d3f-a8f1-4a774ae810b8,Lila Renaud,79,France,lila.renaud@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,27.99,UPI,iPhone 13,2025-08-06 15:11:36,0
e7e04649-db91-4fb3-8a9f-cc81279c8525,Svitlogor Krivko,31,Ukraine,svitlogor.krivko@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,10.24,UPI,Unknown,2025-07-31 06:51:36,1
9f56f441-9111-4d3f-a8f1-4a774ae810b8,Lila Renaud,79,France,lila.renaud@example.com,female,White Gold Plated Princess,jewelery,12.53,Credit Card,Macbook,2025-07-29 21:08:36,0
3fe3a73f-c974-4a88-beb7-b66aefdd45bd,Dobrovist Lucishin,65,Ukraine,dobrovist.lucishin@example.com,male,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,162.7,UPI,Unknown,2025-08-13 16:56:36,1
721b9ed1-dc88-4c7e-b0fd-cd63b67c0499,Arcelia Olivares,48,Mexico,arcelia.olivares@example.com,female,Opna Women's Short Sleeve Moisture,women's clothing,10.83,Debit Card,Macbook,2025-08-09 04:33:36,0
91a0ed29-e78d-4cdf-a65e-59c98e6f112a,Yudit Lavreckiy,63,Ukraine,yudit.lavreckiy@example.com,female,Solid Gold Petite Micropave ,jewelery,181.5,Debit Card,Macbook,2025-08-05 15:25:36,0
e873c84b-7931-4318-b2fc-0d284b13f245,Alan Mitchell,36,United States,alan.mitchell@example.com,male,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,33.37,Netbanking,Unknown,2025-08-09 18:06:36,1
ef7ffe06-668b-4e14-aacf-23ec3d55fdd5,Adiles Freitas,68,Brazil,adiles.freitas@example.com,female,Mens Casual Slim Fit,men's clothing,20.58,Credit Card,Android Samsung,2025-08-10 18:08:36,0
c38b61bd-f662-403c-ba34-29ee5de9f13e,مهدي سالاری,47,Iran,mhdy.slry@example.com,male,Mens Cotton Jacket,men's clothing,75.28,Netbanking,Macbook,2025-07-30 07:15:36,0
49486dd7-a5dd-4b5a-b1d6-1c4dfbd39303,علی کریمی,51,Iran,aaly.khrymy@example.com,male,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,14.6,Debit Card,Android Samsung,2025-07-25 11:52:36,0
aa56ad14-c915-41e5-a4e9-a12a7a3e813f,Sergio Villagómez,71,Mexico,sergio.villagomez@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,9.2,Credit Card,Android Samsung,2025-07-17 12:16:36,0
732c6270-4dd3-4d14-817c-814ba355729f,Jerome Flores,31,United Kingdom,jerome.flores@example.com,male,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,9.0,UPI,Macbook,2025-08-14 00:18:36,0
9f56f441-9111-4d3f-a8f1-4a774ae810b8,Lila Renaud,79,France,lila.renaud@example.com,female,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1307.85,Credit Card,Macbook,2025-07-29 19:04:36,1
82f5a243-94dd-492d-819c-3bd1238e812b,Nikolaj Petersen,30,Denmark,nikolaj.petersen@example.com,male,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,109.19,Credit Card,iPhone 13,2025-07-27 12:58:36,0
4018ac90-e7c6-462a-8127-014d1716102c,Niilo Niskanen,76,Finland,niilo.niskanen@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,8.78,Unknown,Macbook,2025-07-18 23:08:36,1
7e41fe38-51a0-4134-b60b-696cb0c22aac,Tammy Wijngaarden,44,Netherlands,tammy.wijngaarden@example.com,female,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,11.33,Netbanking,iPhone 13,2025-07-26 22:05:36,0
02138c28-94a9-4c23-bad0-95d0b33b8468,Rubina Kamping,44,Netherlands,rubina.kamping@example.com,female,Opna Women's Short Sleeve Moisture,women's clothing,11.47,UPI,Windows PC,2025-07-25 07:37:36,0
76484f0a-af64-49c0-9c20-2261187e6d7f,Silas Olsen,40,Denmark,silas.olsen@example.com,male,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,56.2,Unknown,iPhone 13,2025-08-03 04:39:36,1
60b1885a-5f3c-469e-8a07-1f7b9cbe5e6b,Alfred Rodriquez,46,Australia,alfred.rodriquez@example.com,male,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,27.75,Unknown,Macbook,2025-08-03 23:58:36,1
eff08300-37e1-4558-b7bc-0c59070ad861,Desirée Hoogenkamp,46,Netherlands,desiree.hoogenkamp@example.com,female,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,83.64,Unknown,Macbook,2025-07-22 08:37:36,1
ec8e875f-6a26-4d80-8592-b3f7c3f3b4d3,Harvey Fleming,39,United Kingdom,harvey.fleming@example.com,male,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,11.08,Credit Card,Windows PC,2025-07-19 08:15:36,0
7b69ede2-273f-4a3b-81b0-60c621fad92e,Licínio Rodrigues,67,Brazil,licinio.rodrigues@example.com,male,White Gold Plated Princess,jewelery,11.27,Netbanking,iPhone 13,2025-08-09 23:05:36,0
5dd791d7-4612-4242-b91d-69c58fa92480,Valerie Reid,48,United States,valerie.reid@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,38.88,Debit Card,Windows PC,2025-07-22 20:53:36,0
46f361ac-0b47-44e6-be8b-5a49f31f7633,Viivi Koivisto,70,Finland,viivi.koivisto@example.com,female,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,105.72,UPI,Windows PC,2025-08-12 17:15:36,0
6040292e-7a75-4f06-9878-69488d05bb9e,Linda Garcia,26,Australia,linda.garcia@example.com,female,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,116.58,Debit Card,Windows PC,2025-08-12 22:28:36,0
91b2c954-a2af-431f-85c5-df90a8e755b3,Enoque Lima,35,Brazil,enoque.lima@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,942.61,Unknown,Android Samsung,2025-07-23 20:19:36,1
57ba20d7-6bf0-4397-8127-f89fed9c8799,Djoko Srećković,74,Serbia,djoko.sreckovic@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1385.18,Credit Card,Macbook,2025-08-09 10:39:36,1
82f5a243-94dd-492d-819c-3bd1238e812b,Nikolaj Petersen,30,Denmark,nikolaj.petersen@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,9.49,Unknown,iPhone 13,2025-07-20 23:22:36,1
60b1885a-5f3c-469e-8a07-1f7b9cbe5e6b,Alfred Rodriquez,46,Australia,alfred.rodriquez@example.com,male,DANVOUY Womens T Shirt Casual Cotton Short,women's clothing,16.87,Credit Card,Macbook,2025-07-15 19:53:36,0
e7e04649-db91-4fb3-8a9f-cc81279c8525,Svitlogor Krivko,31,Ukraine,svitlogor.krivko@example.com,male,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,149.18,Unknown,Android Samsung,2025-08-09 13:27:36,1
5dd791d7-4612-4242-b91d-69c58fa92480,Valerie Reid,48,United States,valerie.reid@example.com,female,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,29.36,UPI,Macbook,2025-08-07 13:16:36,0
c44eda0e-f8f5-4d15-b020-eac389072032,Emilian Egeli,63,Norway,emilian.egeli@example.com,male,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,139.48,Debit Card,iPhone 13,2025-07-23 14:40:36,0
c44eda0e-f8f5-4d15-b020-eac389072032,Emilian Egeli,63,Norway,emilian.egeli@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1484.64,Netbanking,Android Samsung,2025-07-27 02:52:36,1
57ba20d7-6bf0-4397-8127-f89fed9c8799,Djoko Srećković,74,Serbia,djoko.sreckovic@example.com,male,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,57.55,Unknown,Unknown,2025-08-09 18:19:36,1
9f56f441-9111-4d3f-a8f1-4a774ae810b8,Lila Renaud,79,France,lila.renaud@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,166.33,Debit Card,Windows PC,2025-07-27 12:52:36,0
967f5dec-9efe-4e43-8c3e-880f472a7fc4,Parth Prajapati,40,India,parth.prajapati@example.com,male,Mens Casual Premium Slim Fit T-Shirts ,men's clothing,29.19,UPI,Unknown,2025-07-20 22:13:36,1
1e1304d8-d337-4a00-9a1e-12bbb64e0dcd,Mohammed Heiberg,67,Norway,mohammed.heiberg@example.com,male,Mens Cotton Jacket,men's clothing,58.73,Netbanking,Unknown,2025-08-03 11:00:36,1
d70e6add-e878-4008-ac0a-f32f27f75642,Janniek Wolbers,51,Netherlands,janniek.wolbers@example.com,female,Mens Cotton Jacket,men's clothing,69.98,Credit Card,Android Samsung,2025-07-16 21:58:36,0
9a5d90ed-4ac8-4fed-982c-07afe2e62306,Maya Murray,55,United Kingdom,maya.murray@example.com,female,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,10.28,Netbanking,Unknown,2025-07-17 03:52:36,1
6040292e-7a75-4f06-9878-69488d05bb9e,Linda Garcia,26,Australia,linda.garcia@example.com,female,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,54.44,UPI,Macbook,2025-07-30 17:39:36,0
5f130c81-afdb-4c61-b1fb-8ba9d69e8368,Russel Pereira,46,Brazil,russel.pereira@example.com,male,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,777.02,Unknown,Android Samsung,2025-08-13 01:29:36,1
47174b7d-4867-44e0-b0c8-1e13bd26f009,Edgar Reid,75,United Kingdom,edgar.reid@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,978.82,Credit Card,iPhone 13,2025-08-12 14:21:36,1
70d90acf-6ee1-4306-ab33-41bc5384a2d3,Hannah Pelletier,66,Canada,hannah.pelletier@example.com,female,Pierced Owl Rose Gold Plated Stainless Steel Double,jewelery,11.49,Netbanking,Macbook,2025-08-14 08:22:36,0
46f361ac-0b47-44e6-be8b-5a49f31f7633,Viivi Koivisto,70,Finland,viivi.koivisto@example.com,female,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,9.49,Netbanking,iPhone 13,2025-07-30 01:23:36,0
02138c28-94a9-4c23-bad0-95d0b33b8468,Rubina Kamping,44,Netherlands,rubina.kamping@example.com,female,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,electronics,113.15,Unknown,Windows PC,2025-07-16 11:18:36,1
ef7ffe06-668b-4e14-aacf-23ec3d55fdd5,Adiles Freitas,68,Brazil,adiles.freitas@example.com,female,MBJ Women's Solid Short Sleeve Boat Neck V ,women's clothing,13.73,Unknown,Windows PC,2025-07-25 14:29:36,1
47174b7d-4867-44e0-b0c8-1e13bd26f009,Edgar Reid,75,United Kingdom,edgar.reid@example.com,male,White Gold Plated Princess,jewelery,14.02,Credit Card,Macbook,2025-07-27 11:35:36,0
9f56f441-9111-4d3f-a8f1-4a774ae810b8,Lila Renaud,79,France,lila.renaud@example.com,female,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,154.3,Debit Card,Macbook,2025-07-16 14:31:36,0
e4561dbd-e394-41c5-bff7-cf1927f44e6d,Louison Giraud,38,France,louison.giraud@example.com,male,Mens Cotton Jacket,men's clothing,61.53,Credit Card,Macbook,2025-08-07 07:03:36,0
621b80f7-bcb0-4653-8b1f-9e613d888b5c,David Döhring,40,Germany,david.dohring@example.com,male,Mens Cotton Jacket,men's clothing,79.06,Debit Card,Macbook,2025-07-16 19:52:36,0
88cd91d5-361c-4fdc-9d95-cc69f18171f5,Vorotislav Chayka Roman,58,Ukraine,vorotislav.chaykaroman@example.com,male,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,39.9,Debit Card,Unknown,2025-08-11 18:38:36,1
732c6270-4dd3-4d14-817c-814ba355729f,Jerome Flores,31,United Kingdom,jerome.flores@example.com,male,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,662.86,UPI,Windows PC,2025-07-28 17:13:36,1
d4f8316f-6ad6-469f-9005-109e92e16be0,Biljana Cvejić,43,Serbia,biljana.cvejic@example.com,female,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,electronics,846.43,Unknown,Windows PC,2025-07-23 20:13:36,1
7e2e0b14-b19c-427a-943c-7ce16c0fea75,Misha Beukers,53,Netherlands,misha.beukers@example.com,male,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,81.93,Credit Card,Unknown,2025-07-25 19:18:36,1
b151b6e6-0736-47c1-8eca-3b859640df48,Abitha Banerjee,64,India,abitha.banerjee@example.com,female,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,851.88,UPI,iPhone 13,2025-08-02 22:52:36,1
d6af3757-b02f-49a9-8b6c-7f79221a2d6d,Alex Renard,80,France,alex.renard@example.com,male,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,electronics,104.83,Credit Card,Macbook,2025-07-23 05:07:36,0
466ecfc5-be0b-452b-81ae-0d960f9f30fc,Simon Pedersen,78,Denmark,simon.pedersen@example.com,male,Solid Gold Petite Micropave ,jewelery,250.45,Unknown,Unknown,2025-08-11 20:34:36,1
588302ba-b7ab-48ef-8e3f-e7992e9ee44e,Wera Kowalewski,31,Germany,wera.kowalewski@example.com,female,Rain Jacket Women Windbreaker Striped Climbing Raincoats,women's clothing,59.06,Unknown,Windows PC,2025-08-04 20:17:36,1
e7e04649-db91-4fb3-8a9f-cc81279c8525,Svitlogor Krivko,31,Ukraine,svitlogor.krivko@example.com,male,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,electronics,1495.88,Unknown,Windows PC,2025-08-06 18:51:36,1
6a86940f-f95b-4c1d-92da-4e1aab91a4d5,Elisandra Fogaça,47,Brazil,elisandra.fogaca@example.com,female,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,125.85,UPI,Windows PC,2025-08-07 21:48:36,0
2573264e-fb3f-4f47-aba8-53dbbc2700a9,Guneet Bharanya,53,India,guneet.bharanya@example.com,male,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,779.17,Netbanking,Unknown,2025-07-18 02:23:36,1
eff08300-37e1-4558-b7bc-0c59070ad861,Desirée Hoogenkamp,46,Netherlands,desiree.hoogenkamp@example.com,female,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,80.24,UPI,Windows PC,2025-07-26 05:02:36,0
ef7ffe06-668b-4e14-aacf-23ec3d55fdd5,Adiles Freitas,68,Brazil,adiles.freitas@example.com,female,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,jewelery,847.02,Unknown,Android Samsung,2025-08-05 01:15:36,1
d66294ef-7239-4991-a6bc-4b949ff0d4f8,Polel Kobec,74,Ukraine,polel.kobec@example.com,male,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,35.49,Unknown,Windows PC,2025-08-13 17:51:36,1
60b1885a-5f3c-469e-8a07-1f7b9cbe5e6b,Alfred Rodriquez,46,Australia,alfred.rodriquez@example.com,male,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,105.29,Debit Card,Unknown,2025-08-09 05:22:36,1
acea8441-4370-4c07-878f-f08657d20b77,Clifford Patterson,46,United States,clifford.patterson@example.com,male,White Gold Plated Princess,jewelery,12.0,Netbanking,Windows PC,2025-07-21 19:30:36,0
e4561dbd-e394-41c5-bff7-cf1927f44e6d,Louison Giraud,38,France,louison.giraud@example.com,male,Opna Women's Short Sleeve Moisture,women's clothing,11.77,Unknown,iPhone 13,2025-07-17 04:36:36,1
47174b7d-4867-44e0-b0c8-1e13bd26f009,Edgar Reid,75,United Kingdom,edgar.reid@example.com,male,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,electronics,63.09,Netbanking,Android Samsung,2025-08-12 13:58:36,0
acea8441-4370-4c07-878f-f08657d20b77,Clifford Patterson,46,United States,clifford.patterson@example.com,male,Silicon Power 256GB SSD 3D NAND A55 SLC Cache Performance Boost SATA III 2.5,electronics,112.26,Unknown,iPhone 13,2025-08-03 01:23:36,1
f55b7eb4-2ce0-4fad-b7bb-69903501bb61,Sofia Hawkins,44,Ireland,sofia.hawkins@example.com,female,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,women's clothing,33.11,Netbanking,Macbook,2025-08-12 22:51:36,0
49486dd7-a5dd-4b5a-b1d6-1c4dfbd39303,علی کریمی,51,Iran,aaly.khrymy@example.com,male,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,women's clothing,82.55,Netbanking,Macbook,2025-08-07 00:34:36,0
